#{"t_start": 1630091104.8534548, "env_id": null}
r,l,t
73.80055,83,4034.501363
78.33587,86,4036.442318
137.51404,149,4036.948316
58.740513,73,4039.971257
101.58299,136,4045.620519
156.26993,167,4045.620593
159.27084,183,4049.140723
143.11482,156,4049.473807
79.37153,86,4049.772468
156.71986,170,4052.452471
61.412678,75,4053.294733
171.09343,182,4055.720577
179.52335,191,4057.47477
79.764915,86,4058.829606
109.49433,125,4061.008984
99.374725,117,4062.291923
139.31873,145,4065.871082
170.74826,187,4066.27201
42.136242,51,4066.773254
147.0835,162,4068.490602
68.93852,82,4070.026506
146.68097,164,4083.790524
84.23706,93,4085.055038
165.19945,178,4086.757778
167.53398,178,4090.782596
131.65907,139,4091.17442
171.25912,186,4092.203853
236.09425,282,4093.663121
103.9845,115,4094.123733
33.52572,59,4097.736178
152.24115,162,4098.44879
130.88765,140,4098.986018
102.31486,130,4101.100897
188.56328,211,4101.700406
124.77455,145,4102.65326
177.12366,207,4104.645012
225.87744,245,4104.861739
39.872208,47,4107.355068
69.27157,79,4110.507661
49.645645,61,4111.178237
180.82559,199,4112.025602
128.94803,149,4115.091237
96.75627,112,4115.694876
26.12778,31,4116.893139
151.63179,156,4119.457858
115.92178,129,4120.469084
144.96931,156,4123.451008
113.17591,120,4123.782314
29.558218,40,4123.980272
34.803104,41,4127.684334
96.47324,111,4130.289619
126.01223,144,4130.828222
86.868546,96,4131.096367
30.571276,40,4136.450566
60.558434,77,4137.284329
184.19434,211,4157.519899
158.92722,167,4158.358937
143.40462,156,4159.386989
141.19878,157,4165.854061
48.854824,54,4169.740461
208.75858,226,4170.792414
74.483986,94,4171.967632
131.32613,146,4172.291069
9.968579,13,4173.788829
82.24234,100,4175.29563
138.8631,151,4176.873366
80.36644,100,4177.737328
153.93513,164,4179.001041
192.07576,210,4180.025812
232.4053,271,4182.106054
102.89249,120,4182.432613
141.12442,160,4186.409854
160.10738,172,4187.513659
160.87047,174,4187.513717
57.60823,70,4190.614061
88.8901,101,4192.420325
77.884094,87,4192.420407
55.080788,60,4194.577217
200.9223,221,4194.812017
73.97566,83,4197.09075
101.04424,128,4198.298825
21.632805,26,4202.45579
106.40671,119,4203.605884
81.80706,96,4211.554425
140.87912,167,4212.091638
119.97436,137,4214.619174
113.00948,130,4217.405839
94.47166,99,4217.405916
69.0096,75,4217.805733
169.9666,179,4218.354896
130.38339,142,4220.985994
198.25394,231,4221.538715
223.67218,250,4221.53879
95.65229,113,4222.376971
78.62765,89,4225.06004
49.32555,56,4232.779389
66.93454,73,4233.024828
63.195766,79,4233.802762
82.78168,96,4234.504218
171.56929,187,4235.732091
79.003296,89,4236.064195
68.351654,78,4238.617937
166.26384,199,4240.031622
155.44109,160,4240.624896
221.85925,240,4244.515267
10.368864,11,4246.643109
117.172386,128,4247.608354
78.60881,90,4251.06855
124.25812,133,4251.862865
189.87035,204,4253.466791
93.599106,100,4253.724085
189.65222,222,4256.429237
168.5665,195,4257.659817
112.11526,118,4257.659894
88.07564,111,4260.265303
97.622246,109,4262.278654
136.46416,148,4266.903655
190.3614,205,4267.65452
33.226395,47,4268.076413
124.90931,135,4271.767009
148.53703,173,4275.621861
47.589,57,4277.516264
163.05421,185,4278.354704
78.24664,88,4281.290125
86.00843,94,4287.27643
124.31656,133,4288.776232
154.89343,185,4288.970945
106.25967,111,4289.963888
184.87257,200,4294.673087
91.716774,108,4295.618519
127.535934,139,4297.27758
182.98997,205,4301.586233
162.04211,184,4301.873989
46.11604,62,4303.878827
210.96301,239,4305.940299
221.9473,238,4306.492453
143.11961,153,4308.025818
136.35745,146,4308.869684
89.2187,98,4314.722848
143.55544,163,4314.905211
214.62352,230,4316.00894
182.06514,196,4318.002162
145.35855,174,4332.480796
90.40848,111,4333.500065
71.47895,82,4334.722546
182.88019,206,4335.090252
137.91301,155,4335.851653
213.44371,221,4336.285279
84.60219,95,4337.408561
213.8656,238,4341.229835
144.94502,166,4342.220338
159.82837,169,4343.614462
178.30614,187,4344.559667
207.61093,221,4344.754606
175.61577,201,4345.403627
140.64647,172,4346.712043
50.46935,56,4347.404405
22.603882,25,4349.839223
154.35371,163,4352.508648
96.46945,105,4354.982598
47.853367,60,4357.210162
87.99159,103,4357.508225
170.12137,179,4358.093409
41.45118,49,4365.044707
162.96721,179,4369.200938
108.10119,128,4369.980059
105.158295,114,4370.182403
156.7043,177,4371.353095
150.55368,178,4371.738279
100.84197,108,4372.219195
136.54237,153,4372.969572
98.41461,106,4382.837823
197.24062,206,4383.505912
37.381313,41,4384.036301
171.89975,180,4386.323979
157.34593,174,4386.843354
67.19655,74,4388.954286
79.36853,88,4391.063224
73.82429,87,4394.400335
28.4168,33,4395.94368
166.23962,179,4397.821141
194.15309,218,4401.1295
68.18776,99,4403.360564
91.6191,97,4403.657081
126.32623,138,4403.657159
258.51114,291,4406.290969
136.22282,184,4406.844984
139.05125,152,4407.303076
213.01166,229,4408.746855
117.97675,139,4415.237772
200.5108,208,4416.857333
123.80461,145,4417.053405
154.63373,171,4419.658883
42.232643,51,4419.993135
85.150444,92,4420.786518
110.811035,126,4421.264986
93.65054,103,4425.198394
50.755913,70,4445.300073
148.65517,164,4445.804122
110.18393,134,4454.737068
138.32668,154,4455.184335
204.3312,220,4456.529217
144.38928,168,4458.092854
146.70058,167,4460.455811
107.16827,118,4461.063311
192.85797,210,4461.581219
119.62852,126,4462.919523
110.90919,119,4464.066071
165.21327,181,4464.291537
117.88103,133,4466.653487
85.42741,93,4469.079973
34.866436,42,4470.218585
149.41965,155,4472.110958
48.5693,55,4475.339396
90.307976,101,4478.884692
43.040432,49,4482.45136
59.541462,77,4482.680515
171.69017,187,4483.27462
125.83348,146,4485.16418
127.7952,138,4485.461258
156.3716,178,4486.39908
106.25696,129,4487.482895
202.25179,226,4487.482955
171.46921,182,4492.739634
152.79181,168,4497.081343
178.96014,187,4498.945471
175.868,182,4501.165579
83.58039,95,4501.712383
153.50963,169,4504.325466
172.77649,183,4516.175341
144.88467,155,4518.197198
179.30878,191,4521.035198
149.72357,172,4523.113401
166.76567,180,4524.278583
225.73878,258,4524.593535
165.68637,178,4526.318287
182.01225,210,4528.114282
182.13309,194,4528.598675
209.36026,237,4537.887135
174.7584,190,4538.499828
102.59001,116,4538.74905
156.12712,172,4539.284613
163.69359,176,4539.829369
176.23257,193,4541.220726
214.22026,235,4542.814841
177.3688,211,4549.775147
131.73615,145,4553.346749
120.90795,129,4553.346813
58.42817,73,4554.147586
127.66698,154,4555.022648
151.58844,161,4558.202115
169.7469,183,4563.503417
189.37657,197,4564.10223
106.62279,114,4565.291092
103.6095,124,4566.671424
181.49306,188,4569.634596
239.40495,254,4571.870655
137.79222,147,4575.534768
167.54712,178,4577.31292
171.39905,177,4579.645235
106.24245,117,4580.102983
50.175304,56,4601.858281
157.58351,163,4604.309946
192.18925,238,4604.998307
154.88527,171,4606.551646
190.00102,202,4608.251727
100.469795,113,4608.993983
157.82509,181,4609.398423
146.98582,157,4609.625837
159.82886,170,4610.45305
133.4052,158,4611.11575
157.47325,168,4611.317507
144.89188,154,4614.944382
102.49999,115,4618.169162
184.15746,199,4620.727975
73.03291,80,4627.280576
116.53905,132,4635.605546
22.430376,32,4637.987204
108.250725,120,4638.315938
179.7371,208,4638.739309
200.00333,211,4641.251859
158.85283,169,4644.835428
185.15498,198,4645.662541
91.74269,110,4647.174948
166.72166,183,4650.223136
172.39919,188,4652.433055
65.91579,72,4652.816722
206.65225,237,4655.939396
179.29361,192,4657.30329
184.91716,223,4657.783161
214.65717,230,4661.326694
137.70932,156,4666.778766
96.45883,108,4668.316044
223.30942,237,4669.364865
136.19568,144,4669.581507
156.1151,173,4671.829067
270.49246,302,4672.590235
73.51281,88,4675.106772
120.22231,131,4676.257726
116.71833,127,4677.584976
186.94011,199,4677.585059
161.1468,176,4679.839021
93.183395,103,4691.536909
152.80673,176,4695.123865
87.11724,99,4696.895742
116.06403,123,4697.169933
81.39442,95,4698.740429
166.84497,189,4699.571956
240.08957,251,4699.982081
203.94067,218,4700.556031
172.33644,185,4702.594906
74.811516,97,4703.68185
138.01585,148,4703.68191
138.12053,161,4706.180789
25.514008,31,4709.811379
171.19096,178,4712.182712
54.67349,62,4712.933244
71.5443,81,4714.912853
104.17244,111,4719.271034
173.30832,188,4719.541133
191.81842,208,4722.097361
194.12239,209,4723.541336
146.19662,151,4725.285079
124.56488,138,4726.737807
141.88087,151,4727.108251
90.22392,106,4749.349684
202.2268,216,4750.931155
106.10862,114,4751.740817
8.740768,10,4753.049436
38.967678,54,4754.618741
183.19484,197,4755.629649
184.80484,204,4764.588464
142.81981,152,4765.629774
123.43928,131,4765.954634
196.15587,214,4765.954703
192.54257,202,4767.168672
43.718685,49,4774.315461
35.040268,44,4774.507132
74.75904,85,4776.516675
207.96063,217,4782.736015
135.58191,148,4782.736081
186.6046,204,4782.999676
132.35535,139,4783.513202
176.95064,192,4784.011652
251.81146,272,4784.230869
131.47964,140,4786.440179
203.12645,216,4790.631909
102.17783,126,4790.845006
29.696297,40,4792.771798
205.23761,246,4793.582983
133.89302,144,4796.211289
242.2013,250,4807.002969
147.58447,160,4808.397789
207.3296,214,4808.397848
161.22766,173,4808.735751
143.4972,150,4816.999599
136.73979,157,4819.347221
35.760174,40,4820.490305
150.5352,172,4821.384691
127.64568,136,4824.166257
201.9824,231,4824.568454
145.98488,155,4826.959961
72.02565,90,4828.789408
145.59885,172,4828.789481
189.25433,203,4830.651009
207.5552,226,4831.799243
97.09252,108,4833.661491
65.448616,71,4834.314244
214.44511,239,4835.221684
213.56033,241,4842.349844
122.98852,141,4844.977305
153.72919,174,4847.309605
112.98318,119,4847.779601
243.48929,258,4850.855083
105.05325,122,4851.364915
136.57675,155,4859.789428
50.7683,54,4862.212055
128.56683,148,4864.960788
151.7152,158,4870.158751
221.16966,229,4871.185847
174.24355,192,4871.469176
121.573074,134,4873.311088
113.04424,126,4876.685936
236.74677,268,4877.016127
193.64085,210,4877.016197
184.61858,198,4877.662625
214.60568,247,4878.116988
212.03725,232,4900.385328
165.04372,180,4903.213228
40.110786,47,4904.327158
98.27898,102,4904.832972
162.75008,178,4908.827952
175.20398,214,4912.543679
80.95802,99,4914.292708
158.78221,166,4914.935605
143.82968,165,4922.143812
181.57901,202,4928.422068
146.99063,170,4928.849552
104.72581,126,4929.918829
135.92337,150,4930.603156
39.53394,46,4931.445656
131.36047,141,4932.608296
196.04851,217,4932.960023
197.31566,215,4934.526764
200.28522,237,4934.526841
202.04921,210,4937.634603
201.03514,210,4938.120594
70.2363,75,4948.053664
140.15758,154,4949.626743
172.67433,185,4950.066854
80.78919,88,4950.508592
215.05817,233,4954.101508
166.24261,182,4955.6369
73.886696,78,4957.415342
101.89768,113,4957.415411
206.80872,231,4963.200251
114.054054,132,4963.200319
68.85474,82,4966.803661
118.00739,132,4968.559458
153.54683,161,4969.351747
148.01706,156,4970.057746
170.026,192,4974.116108
162.83943,179,4974.614591
185.68391,210,4976.268093
105.55707,113,4977.061132
100.551476,119,4979.976361
169.0302,192,4988.008565
185.9587,208,4989.760551
189.67778,200,4989.985311
94.19809,104,4990.708458
151.5774,168,4991.217228
147.44447,151,4993.551222
116.437675,127,4994.84524
180.30478,196,5006.377371
159.17104,179,5006.64982
133.36038,149,5008.215498
12.477988,16,5009.613851
151.17339,158,5009.613908
218.69307,253,5012.221042
18.369308,21,5012.640849
157.96432,169,5014.195603
164.53253,185,5017.686071
109.32567,117,5018.001296
127.01497,134,5020.941152
136.58813,145,5022.753163
234.30319,255,5023.498696
190.40569,202,5032.089373
170.75964,190,5032.730608
105.99681,118,5033.105711
164.73685,181,5033.480314
169.26889,180,5052.678181
171.99748,184,5061.842534
281.55072,299,5061.842599
151.16722,159,5064.143028
201.69,213,5076.616142
225.05386,240,5079.663168
130.62613,142,5082.87143
204.25992,212,5085.14831
214.29553,255,5085.413226
194.38614,230,5085.883177
199.2927,207,5086.315722
99.29131,107,5086.906644
239.9196,248,5089.788436
148.03508,171,5090.057467
179.68283,203,5095.883824
64.76692,83,5096.725244
240.52808,261,5098.36621
208.73877,225,5102.288905
224.11266,237,5103.245636
171.82767,194,5104.713867
106.228264,115,5108.540487
32.697083,39,5109.700274
208.81223,220,5112.069167
183.31834,197,5116.483272
148.27919,168,5120.850014
55.723553,65,5121.710949
169.40794,180,5122.816393
154.95143,168,5128.355495
72.72042,82,5130.600506
204.93169,218,5131.27209
184.59508,204,5131.705193
155.64255,165,5134.202604
160.2741,169,5136.727344
236.78078,254,5141.215789
47.874992,58,5143.07051
228.93835,243,5143.27982
161.5106,176,5144.353683
227.58154,243,5148.944411
218.2751,232,5153.676132
115.6847,133,5154.751393
156.91972,169,5158.658282
103.46527,112,5162.843814
208.41458,217,5163.632419
185.84134,202,5165.875572
240.60606,253,5166.808373
179.29837,191,5169.179242
205.32391,213,5169.179303
89.37419,107,5170.004349
183.28343,198,5172.971406
46.813347,56,5173.943843
85.72905,103,5174.818889
12.499846,17,5176.689355
199.65073,212,5178.370737
172.19368,179,5183.804334
33.205544,43,5188.197244
116.30933,125,5188.197327
197.7428,206,5188.413975
209.53102,221,5207.300417
127.133675,140,5212.130292
57.267567,66,5217.03875
258.43295,352,5220.985564
111.65749,121,5221.193463
168.87726,185,5223.999742
180.30478,192,5224.753429
211.97879,255,5224.753507
84.3594,93,5225.551312
180.87552,196,5228.690666
168.16914,198,5230.029847
198.6642,212,5232.109944
175.97594,187,5232.109996
51.282867,57,5236.413675
172.97931,190,5236.935583
171.45268,184,5240.9552
212.15562,228,5245.567617
212.50269,220,5248.238046
115.86124,131,5255.908404
107.056,119,5259.977757
186.07419,199,5261.169865
128.7035,137,5263.677675
142.563,155,5264.057286
232.79596,256,5267.488827
129.86519,138,5268.519436
202.94318,209,5270.714831
218.89122,227,5270.714891
205.01752,221,5272.694879
109.79318,116,5275.714635
198.91692,217,5277.535537
151.80295,166,5278.105375
112.12362,124,5280.783945
259.26974,282,5281.619298
165.39732,173,5284.412835
227.90388,241,5288.560115
128.56537,139,5295.55369
167.5733,183,5296.840114
173.70758,190,5299.497485
196.37894,208,5305.176741
146.76346,154,5312.344056
191.35472,201,5312.744412
218.2667,237,5315.763077
161.29555,180,5316.098557
126.762276,136,5316.09863
165.29362,174,5317.601766
185.27501,205,5318.17989
198.16936,215,5318.465149
149.78458,162,5318.675831
28.058636,35,5325.655929
241.08574,257,5326.795288
206.7144,218,5328.970075
136.78522,146,5330.277443
182.21194,194,5331.790117
147.77362,167,5333.365778
118.19027,135,5336.824804
115.60252,123,5356.612426
145.82895,155,5360.341943
191.73706,206,5360.907108
134.30621,142,5362.424471
80.26145,98,5364.448719
180.63173,189,5371.770834
55.131344,63,5374.944175
222.03572,232,5375.17119
208.73541,217,5375.171263
127.33242,134,5376.166908
203.87166,215,5376.700853
147.09894,169,5384.365441
224.69394,245,5385.330582
206.29837,213,5388.159231
209.7086,231,5392.708544
177.66936,191,5394.867188
162.93468,174,5395.593814
226.5465,234,5399.183985
69.52285,91,5403.513038
118.523056,126,5406.537687
218.52573,234,5412.389097
209.29857,215,5412.858265
228.17819,234,5413.066144
116.05968,124,5414.344029
177.94292,186,5417.790297
108.01548,118,5417.790364
188.60359,205,5418.45975
45.746235,53,5423.532115
215.94682,222,5425.230676
198.82263,218,5425.775904
212.42783,227,5426.344708
160.79762,168,5430.120181
105.50663,118,5430.677607
181.7517,198,5440.739143
259.34113,280,5446.018177
160.80737,173,5450.900912
108.61663,114,5452.159389
241.05974,250,5453.342305
221.76529,239,5454.660457
150.57657,171,5455.177932
181.94727,193,5456.020559
168.60757,177,5456.487848
200.0573,209,5457.764284
144.30533,149,5458.690102
175.3992,187,5463.458108
196.74284,210,5463.458191
177.91498,185,5465.002995
151.1067,160,5465.408751
144.12503,149,5469.460607
148.9271,159,5477.217181
91.4631,100,5478.4251
223.25468,230,5479.016604
135.76845,148,5482.73012
146.09839,155,5486.036726
176.44211,182,5487.152178
138.14684,161,5492.754661
149.95787,157,5512.460231
138.62224,147,5516.133016
178.39459,189,5516.861943
200.11378,217,5518.544739
207.58281,214,5520.707991
75.29852,82,5522.302814
164.06154,176,5523.245982
54.55257,64,5524.887823
107.683044,121,5526.058201
213.21689,222,5530.668686
191.67839,197,5531.434215
207.94264,222,5532.276463
166.98637,173,5534.566748
167.84146,175,5535.859643
105.74775,111,5542.191033
57.488014,64,5543.292637
165.0077,178,5545.258061
143.60799,158,5547.9083
151.55865,161,5550.178617
134.60568,149,5551.662205
213.91092,223,5553.404415
212.54967,219,5555.064698
157.73335,174,5559.359066
