#{"t_start": 1630091104.8534548, "env_id": null}
r,l,t
340.79538,348,10255.174703
252.36118,256,10256.363091
271.07443,287,10268.79606
255.69135,263,10273.118638
307.0832,312,10278.230184
296.4942,302,10283.671681
281.87436,285,10290.081477
267.35233,276,10292.023351
347.9288,362,10293.013523
223.17957,229,10294.387695
266.49088,274,10300.177228
234.46136,258,10300.643599
316.99948,323,10301.771853
326.3491,367,10303.350558
294.4741,300,10304.687997
294.24002,306,10307.303163
362.459,400,10317.717476
283.9453,289,10318.265841
347.8658,400,10319.821954
262.9114,274,10325.042378
337.45416,350,10356.040332
259.52426,271,10362.702362
268.2226,273,10363.826298
293.32416,297,10364.598243
350.7913,374,10369.477964
314.60208,320,10372.000829
284.9663,290,10373.4103
285.00797,292,10374.104406
215.5143,219,10375.058234
294.77414,300,10380.388482
297.031,305,10382.626621
309.14456,314,10387.602113
276.43146,279,10388.682771
337.59454,353,10391.168573
285.77408,291,10391.941527
262.61533,272,10394.404873
294.7609,298,10404.766185
263.20523,267,10407.058796
307.99393,316,10416.163113
270.27917,275,10417.413316
259.382,264,10422.773456
282.90997,287,10424.598277
341.23575,353,10425.007616
293.48297,297,10426.902404
318.41537,330,10427.489743
284.03882,290,10428.384624
283.7414,288,10430.389725
280.84518,289,10435.662721
230.8782,258,10437.635397
320.25983,328,10443.114031
304.56415,308,10443.351869
280.41962,288,10453.372822
373.5731,400,10456.739426
234.95538,238,10483.25548
306.39847,320,10485.013676
255.75455,259,10485.307656
301.61008,321,10501.341626
291.70193,298,10502.284426
307.9544,311,10503.902305
328.3911,340,10506.113545
266.92725,276,10506.904606
225.83589,237,10508.408258
325.20273,333,10510.866371
348.01947,356,10512.332867
357.33176,383,10513.495243
288.45743,295,10517.443284
328.05038,337,10518.81487
256.32764,260,10522.491369
227.6832,239,10526.605815
294.83347,304,10537.427448
277.51437,284,10538.434536
377.16852,400,10553.797895
293.8884,302,10553.797977
203.31749,206,10554.982978
250.15157,256,10556.360297
298.75296,303,10558.390748
296.3849,310,10558.796411
292.16165,298,10559.009194
310.76233,357,10561.357426
281.7587,287,10562.337617
226.71584,236,10563.216831
365.11203,381,10567.803956
332.65952,346,10569.127716
357.3059,376,10584.762859
292.58313,308,10589.157217
310.9009,318,10591.556208
374.59946,400,10621.002948
283.35355,288,10626.461132
285.14172,296,10628.643158
272.57465,276,10629.81526
285.54263,295,10630.114149
274.43692,280,10630.338373
225.56247,232,10631.587917
266.571,274,10631.990643
266.95172,274,10633.703893
308.77213,323,10636.87907
291.50253,317,10639.570827
368.95142,383,10641.445407
317.26044,344,10654.586177
281.78894,286,10656.788084
267.46823,273,10661.600763
333.88348,346,10669.991509
250.50806,253,10674.568754
286.46335,295,10675.720282
334.51294,368,10680.694341
242.1466,246,10682.256642
323.17276,327,10682.568375
287.3901,300,10683.181142
311.27838,323,10683.394461
309.03833,317,10683.97982
309.29083,333,10684.800419
349.59323,365,10694.470942
305.7144,310,10695.09888
236.5398,241,10697.445311
269.68796,279,10701.323988
363.4851,379,10703.450132
162.02147,169,10705.521772
325.79623,333,10717.116198
285.16003,303,10745.5684
205.09616,213,10745.568482
273.20935,276,10758.179172
332.5674,341,10760.821307
281.7947,293,10761.812383
298.55643,303,10762.082356
292.7084,300,10763.816956
268.6201,274,10765.189338
327.91473,335,10767.775912
348.33832,361,10769.239276
250.30273,258,10773.1141
294.08615,309,10773.493551
370.60364,382,10782.393815
341.70126,347,10782.886967
391.14035,400,10793.009948
288.74908,295,10794.389877
316.05917,328,10795.411216
287.69205,316,10802.155235
282.2602,290,10811.119403
313.09323,324,10818.067141
285.30383,291,10818.572561
297.36206,318,10818.572649
295.38336,303,10819.063792
371.83774,397,10823.638461
353.49792,389,10826.301522
389.04623,400,10826.994318
327.21884,332,10829.121655
273.85815,287,10831.936844
347.07605,373,10835.543138
379.41125,400,10852.899077
302.30447,311,10878.929554
344.26468,366,10883.615992
342.41794,366,10884.538593
360.88837,400,10887.323414
303.68225,311,10887.323482
281.13507,284,10890.370944
294.84344,300,10893.126486
321.7066,338,10897.919215
276.6634,281,10899.887713
292.23145,296,10900.30457
338.07532,355,10901.047111
248.40059,252,10901.653735
329.85687,338,10903.755841
174.75432,179,10905.751832
329.13055,335,10906.102615
303.4531,327,10914.317337
269.49515,271,10929.24686
353.82748,360,10935.687593
310.05087,314,10938.980902
313.48334,343,10940.490822
272.8228,275,10945.681384
332.49963,343,10946.456984
259.24026,264,10947.680535
370.88818,389,10950.093025
323.19904,329,10955.966755
350.98294,366,10956.739937
315.5491,327,10962.813313
301.63074,324,10966.620741
343.66397,400,10969.101975
382.16223,400,10970.087783
381.68948,400,10970.606085
370.84637,388,10972.864036
263.8162,268,10973.472605
293.5678,297,11006.772889
259.61145,263,11012.51206
277.81824,286,11025.542759
315.3115,320,11025.542822
386.0954,400,11028.722733
372.76004,400,11030.273416
253.69072,260,11033.642715
356.3089,400,11035.637063
309.95483,318,11036.328777
370.81482,400,11039.819521
281.4875,287,11041.06382
375.19766,400,11041.710129
303.21872,310,11041.893633
328.27588,339,11043.394618
298.17816,323,11044.527402
364.91373,394,11062.091602
352.0037,362,11068.217643
187.63272,198,11075.089977
305.75867,312,11075.795683
372.94284,400,11078.945017
294.377,302,11084.810864
340.08673,357,11085.535668
250.07007,253,11085.535744
313.4058,320,11086.896821
268.99814,286,11087.477307
353.61716,400,11088.95325
360.82016,398,11093.338389
358.53174,400,11097.215538
368.12485,383,11105.162154
382.15305,400,11132.748821
360.95825,400,11134.214459
339.60886,347,11141.038429
309.63388,313,11149.080997
352.3938,366,11149.662826
300.81314,309,11152.53144
263.54453,268,11154.317056
279.25732,284,11155.45026
326.9096,351,11155.450321
274.7939,278,11157.839079
302.29694,311,11159.6622
329.51123,343,11163.9281
289.939,295,11172.78211
312.57962,326,11173.742162
359.18994,397,11178.653936
302.53998,307,11184.402109
342.9674,356,11190.363686
301.30563,316,11192.432058
372.753,400,11192.672911
264.20636,268,11194.037565
270.591,275,11195.748007
249.74075,256,11198.632203
288.48224,297,11201.82368
301.864,308,11205.057141
286.0531,294,11206.246912
308.1424,313,11206.962716
315.1471,319,11215.874178
278.99142,284,11219.668328
288.47217,292,11221.74272
299.2233,308,11229.047073
284.44717,288,11231.791434
352.49805,400,11232.489683
246.61055,250,11254.218834
287.74176,295,11257.668587
292.08728,300,11260.321561
302.79355,323,11263.883873
274.52054,282,11266.820439
324.34958,329,11267.632299
303.92477,316,11268.753334
291.34375,298,11277.028885
263.41385,267,11279.130494
333.80408,343,11285.015284
273.84985,286,11286.062535
367.6786,396,11293.876417
272.68573,279,11300.465879
361.4501,376,11301.44035
305.1713,310,11302.075028
304.83234,316,11302.462901
264.99323,270,11302.747116
335.14597,342,11303.883078
318.64413,323,11317.337523
237.46596,243,11317.807875
298.846,308,11318.9527
303.23926,307,11321.849594
308.92337,311,11330.297903
388.2889,400,11336.384869
389.90146,400,11337.510213
264.59564,272,11338.781031
336.2881,338,11340.28237
314.99408,336,11340.870296
269.27637,273,11345.765506
263.00327,267,11348.044195
283.92288,294,11350.713888
313.46274,323,11377.306252
238.96678,242,11377.30632
318.92035,339,11384.328658
267.77777,270,11389.224684
280.77454,297,11390.358684
312.65994,318,11392.130578
384.7938,400,11393.784307
234.68506,237,11402.752825
257.36908,261,11404.914766
196.00475,203,11411.477077
305.0161,317,11411.863287
372.71707,379,11413.780072
310.74933,313,11414.281717
281.6979,285,11417.434669
300.10046,308,11418.722614
371.47043,400,11427.114125
256.76086,263,11427.524281
344.04315,348,11433.963266
273.4355,276,11435.863684
301.14026,308,11439.545955
376.62906,400,11445.261919
377.57297,389,11455.615939
389.27493,400,11455.616023
241.41212,247,11467.032326
335.25296,339,11469.012966
395.0774,400,11469.299833
325.96768,332,11470.757711
366.34146,400,11471.542303
344.51373,353,11471.542378
303.67175,310,11472.014508
353.9648,371,11476.249313
337.25876,355,11477.573347
316.59885,320,11478.408677
294.04904,297,11481.389951
296.35837,301,11505.639947
239.777,242,11506.487138
326.70316,345,11516.38612
332.209,353,11536.832272
294.90097,299,11537.06933
376.22943,392,11541.788046
320.88934,330,11542.92176
325.40988,333,11543.264102
287.82968,293,11544.326613
321.8645,330,11544.996695
324.6346,331,11545.192044
295.08392,297,11546.06648
289.91302,299,11547.096169
262.55136,266,11548.186731
362.5148,370,11551.68718
386.00604,393,11554.145715
356.52063,366,11560.507519
380.05368,387,11570.282207
376.78107,390,11580.567156
297.1896,302,11585.145852
312.88675,320,11587.431789
273.75906,280,11590.754364
266.37582,270,11591.287166
310.08255,333,11594.812226
336.82086,341,11597.319216
326.95782,333,11598.968079
294.45685,298,11599.229069
337.6795,348,11599.669059
353.77365,359,11628.015344
393.34808,400,11629.043595
379.0271,392,11630.135347
347.05258,351,11636.989459
312.20065,316,11637.877203
385.62738,400,11655.515898
322.1634,330,11660.310353
311.00137,315,11664.022886
388.32825,400,11665.209096
265.49225,279,11666.807099
286.3261,292,11669.092762
392.2722,400,11676.324893
273.201,280,11678.364611
292.91565,297,11679.028168
371.29346,400,11679.800229
363.9831,400,11684.077503
295.1165,299,11684.896525
327.09042,335,11685.682302
372.25336,400,11686.927516
381.3229,400,11689.119041
368.69092,392,11698.187204
281.26816,284,11706.008508
319.6367,333,11708.307125
239.87776,245,11709.722619
297.1883,301,11719.447763
318.62338,323,11719.833304
313.49942,318,11720.445286
263.97235,275,11724.101112
284.71814,287,11725.261966
306.63934,310,11726.541591
294.91153,300,11728.708532
257.97107,266,11728.708604
278.3642,281,11754.536054
283.93344,305,11759.78186
243.5541,246,11770.99131
362.14508,372,11772.676922
381.35455,400,11774.906029
325.22852,330,11775.521033
262.42426,266,11777.689821
227.38911,231,11778.565057
241.13835,245,11784.909974
261.17465,266,11793.314021
242.43561,246,11795.098652
264.3892,269,11795.09873
300.60147,319,11796.265786
285.30658,289,11800.114488
374.50137,400,11800.114553
316.72797,324,11805.743691
395.51694,400,11812.576286
153.22156,159,11819.334918
348.02347,372,11819.558004
284.50476,289,11826.338065
299.54642,302,11830.945508
304.33368,307,11832.378428
346.57996,366,11833.640019
298.61353,302,11834.023518
206.20215,211,11835.74709
381.40817,389,11838.742829
371.15152,384,11840.815211
322.9817,328,11846.53012
321.01422,334,11849.108563
310.39792,313,11850.932271
321.0408,327,11879.754595
388.8572,400,11881.790766
290.40958,298,11892.776746
376.41733,389,11898.958152
314.82983,327,11899.554204
287.4005,295,11902.50094
288.68622,293,11903.920653
363.79776,385,11904.911175
247.85146,254,11911.196595
330.8155,339,11913.428403
368.23358,400,11914.457165
382.7062,400,11916.024883
362.35846,400,11917.553837
356.92773,362,11919.193789
379.14157,400,11934.20757
300.7503,317,11935.620542
378.44415,400,11938.845237
342.76328,361,11940.363151
300.2886,305,11941.40148
249.51651,258,11947.02099
268.28912,271,11947.94424
313.95078,319,11950.093377
306.95493,320,11953.593476
282.85132,288,11957.753028
361.7661,400,11962.238809
290.47058,295,11963.590635
308.53476,319,11964.608064
350.57953,356,11977.525446
372.58453,400,12004.828359
392.98233,400,12008.977928
297.85913,300,12009.702487
293.36652,296,12011.576838
321.3837,338,12012.21595
352.60263,361,12014.266193
316.8721,322,12014.533149
301.5873,306,12025.194135
345.1805,359,12026.313708
373.09344,381,12030.394526
369.76492,400,12039.119414
300.48343,306,12039.119478
353.4866,364,12046.112889
386.08185,400,12046.936269
385.16562,400,12053.530279
336.28555,347,12055.064322
281.68423,285,12056.707849
301.65927,306,12062.655483
367.95718,377,12063.261571
327.94653,348,12064.286925
323.87762,337,12065.266171
275.5511,281,12070.136654
369.5877,400,12071.333997
377.0183,400,12080.865955
283.4476,289,12085.743186
295.41257,304,12087.806669
361.8796,383,12090.569638
391.6591,400,12096.845469
319.925,325,12098.51823
239.43385,244,12126.180161
339.14297,360,12126.724496
281.42294,299,12126.961691
196.48799,201,12127.515754
337.7301,346,12132.449049
278.3958,282,12134.336951
358.48523,368,12138.663944
267.38916,273,12138.989723
373.29477,400,12153.871927
381.29285,400,12154.817183
318.82837,332,12156.968678
310.11148,314,12159.316379
287.7259,293,12161.02334
324.49045,334,12164.308385
292.43945,297,12168.03052
278.95993,284,12172.775894
325.67612,331,12178.528731
283.91055,287,12180.112778
329.9901,337,12180.112854
395.52817,400,12188.659889
300.4357,310,12191.948353
389.47418,400,12193.144264
382.82855,400,12198.947458
378.5497,400,12205.232708
342.4585,349,12211.790777
379.33954,400,12216.073059
298.2295,303,12216.271311
374.57294,400,12217.106711
375.04016,400,12221.462637
374.5817,400,12227.227781
311.71933,320,12227.543062
283.8683,290,12254.657296
373.09418,400,12255.007902
299.88385,310,12256.387634
295.6455,303,12256.853738
314.82355,330,12265.678141
349.82547,365,12274.305924
285.6667,290,12276.286265
382.40805,400,12280.46363
371.54184,380,12283.100911
187.79305,198,12286.222619
284.13565,288,12295.999697
318.0882,325,12295.999775
371.07498,393,12301.430079
298.71286,324,12303.227073
378.46237,389,12305.26962
389.0542,400,12307.76886
338.78333,343,12309.030426
388.00983,400,12313.983522
387.96716,400,12317.314826
375.5133,400,12318.882498
297.10898,301,12323.682865
384.01047,400,12327.915839
314.055,322,12337.743841
307.51953,314,12339.672741
365.51334,400,12340.418859
292.4924,296,12343.325849
295.6406,302,12344.370045
384.9132,400,12346.856067
288.75735,295,12380.301666
324.3352,336,12382.535382
318.7922,322,12382.969879
354.8734,359,12383.879195
374.39087,400,12388.193946
296.81982,303,12390.019608
344.60526,350,12402.573974
384.59686,400,12405.509441
334.69974,341,12410.49546
357.6671,400,12415.126666
285.26678,289,12417.603777
342.65714,354,12420.223404
356.79715,370,12420.674641
258.41336,261,12423.276249
339.09622,351,12423.486192
325.3207,353,12424.665981
382.68658,400,12427.794299
285.12268,289,12430.218333
295.08932,308,12433.842604
338.5907,347,12442.44763
322.47247,327,12446.704935
298.2722,302,12451.344916
363.72473,381,12452.998496
249.57947,252,12465.325933
293.9475,302,12465.678497
308.44577,319,12465.67855
266.83023,270,12466.980323
392.1582,400,12468.084125
376.61118,400,12473.166271
330.7871,341,12474.705038
313.83557,319,12506.646808
388.9258,400,12511.275179
303.32242,315,12512.301229
385.3436,400,12514.50051
347.03952,358,12515.222561
353.09076,366,12524.259156
337.87158,344,12529.592794
373.30753,400,12533.064713
366.86707,400,12539.222954
249.67757,266,12541.523131
320.07678,326,12543.691461
367.1413,380,12552.884987
376.62216,400,12556.016967
388.37317,400,12556.017025
390.34842,400,12557.239665
357.04718,365,12558.315358
310.05096,316,12563.899634
356.18777,362,12567.519586
372.91083,400,12568.912007
290.80075,303,12572.090978
372.24374,400,12574.386179
369.78876,400,12577.196486
303.77725,311,12582.459089
252.41916,261,12595.114721
377.34045,400,12595.758127
301.26566,307,12596.511896
361.0811,376,12601.74766
361.50223,400,12631.412818
317.6129,337,12633.135202
320.32288,338,12633.355064
314.43472,325,12638.951681
365.48196,377,12640.955276
384.45074,400,12643.311237
307.68796,312,12645.03501
339.95447,347,12646.982018
326.22415,334,12654.426042
381.78458,391,12656.240204
370.8045,400,12666.493478
317.5774,327,12670.85828
392.52573,400,12672.016092
379.8406,400,12680.726602
310.3457,316,12681.167552
381.69034,400,12682.104818
256.15533,260,12684.764166
390.76282,400,12687.50251
304.56024,312,12690.087875
321.99893,328,12690.414334
374.2261,378,12695.667392
379.07532,400,12699.215657
283.61404,286,12700.208779
376.80054,397,12710.87209
390.48636,400,12713.275668
366.653,384,12716.080234
326.3869,332,12719.003631
338.64935,342,12724.68791
354.30334,361,12752.983162
371.3946,388,12769.740058
387.49084,400,12770.337801
384.89294,400,12770.770098
382.49252,400,12774.494339
373.6531,400,12777.10397
374.5906,400,12779.616999
379.11066,400,12780.110876
385.72922,400,12781.453565
370.5869,379,12782.495085
280.10486,284,12784.811662
389.89713,400,12785.138244
373.37823,400,12796.871521
370.82098,400,12803.271356
296.7309,301,12804.478539
391.85977,400,12809.376083
377.8908,400,12815.1851
303.0459,307,12819.736224
314.0808,322,12822.243506
273.6164,289,12826.529225
269.49585,280,12827.701891
390.49203,400,12832.497781
369.3599,377,12833.788307
325.2383,330,12833.78837
360.01373,365,12834.660837
373.43185,393,12845.39025
371.77805,400,12851.465372
391.53876,400,12851.699276
301.40002,308,12852.192038
363.87997,371,12886.55959
394.8497,400,12887.533062
287.55542,291,12892.894005
391.1119,400,12895.460907
307.9577,314,12900.488724
384.80347,400,12901.077405
371.97385,381,12903.309777
388.68695,400,12917.896803
333.9808,359,12919.058578
310.6381,319,12919.956058
395.04526,400,12922.787758
384.80966,400,12924.269387
375.3479,400,12924.269446
296.95737,317,12925.700182
320.02444,332,12928.477155
316.1158,338,12928.867005
312.06934,321,12938.593377
280.72107,284,12950.91504
338.5551,343,12951.258763
385.45453,400,12953.31514
387.94162,400,12961.893149
392.93622,400,12966.80155
389.7465,394,12968.53736
313.51663,318,12970.356217
323.79968,327,12975.557247
321.442,327,13003.321641
392.83685,400,13003.779548
385.73892,400,13005.073503
334.14954,347,13006.782197
386.06937,400,13008.925131
378.77286,400,13010.386588
390.85373,400,13015.976934
330.58487,337,13027.618319
387.48874,400,13028.204167
310.5993,314,13035.084933
392.89035,400,13036.519773
378.0287,400,13038.714383
361.44806,373,13048.817965
310.09885,317,13049.784021
233.55696,238,13050.44065
261.4729,268,13055.901978
384.45966,400,13058.502463
317.7759,322,13060.224185
386.61685,400,13060.591514
349.90247,354,13063.886352
332.49503,340,13064.829993
377.33847,400,13070.497799
390.75885,400,13077.24508
371.0574,400,13089.831027
334.89215,339,13089.831102
393.6017,400,13090.48304
369.15485,373,13097.540066
355.85095,368,13100.23358
276.23843,282,13127.291743
312.5491,317,13129.801435
331.63004,336,13136.302947
386.89288,399,13138.268551
387.93552,400,13139.549288
328.6699,331,13140.290594
390.99216,400,13140.290678
388.22012,400,13146.18044
301.72815,304,13148.380949
388.57922,400,13149.598095
347.28552,356,13149.598161
278.75906,285,13163.44285
305.9424,316,13167.785995
345.00464,349,13172.376356
321.04852,326,13172.734258
334.2381,339,13177.332986
332.77277,338,13180.687055
217.3421,221,13182.731983
213.77357,217,13184.386094
393.87738,400,13192.083851
345.06052,354,13195.73464
388.559,400,13198.633572
390.92575,400,13204.382948
388.58487,395,13205.409378
387.7354,400,13205.639123
383.85965,398,13214.909219
391.14273,400,13215.280933
318.34763,322,13217.708771
284.4151,288,13217.978849
318.2276,323,13222.755276
391.31567,400,13225.192939
318.03488,322,13251.423948
334.2835,339,13257.456863
294.57376,297,13262.980938
357.61456,364,13263.219956
263.12146,265,13272.237309
379.4562,390,13272.660157
353.57883,357,13279.540607
291.6896,295,13285.870861
364.5906,370,13286.278108
388.69955,400,13288.790929
293.1212,295,13288.791005
385.43973,400,13291.74479
317.98264,320,13292.709572
271.38223,276,13301.93206
394.90402,400,13301.932115
388.4038,400,13313.464523
390.8966,400,13315.826048
303.6784,310,13316.747552
389.44028,400,13318.578516
310.47195,313,13322.927275
322.36588,328,13324.99195
390.50446,400,13330.637894
319.7299,322,13331.820787
286.05612,291,13334.097755
232.53473,236,13341.415018
311.6831,315,13343.055775
382.785,391,13352.189451
368.11386,373,13352.455565
391.96497,400,13379.915773
381.46082,387,13381.825601
321.2042,328,13391.780849
393.507,400,13392.658177
389.33978,400,13399.770743
387.5397,400,13402.866113
395.47144,400,13404.628476
395.5564,400,13408.69383
392.53372,400,13410.656985
355.1449,361,13411.467299
390.93503,400,13420.041131
276.4116,279,13420.041194
382.86496,400,13423.404788
371.9423,381,13429.503995
386.69775,400,13430.733507
330.62326,341,13433.335545
335.8671,343,13435.581169
394.37796,400,13438.132565
307.12402,314,13441.767283
359.79794,366,13449.911817
299.41864,302,13452.847742
290.6773,295,13461.774316
368.75323,382,13463.488296
293.4809,299,13467.565876
390.6681,400,13469.121411
303.5155,310,13472.664605
262.54977,266,13473.61935
384.06186,400,13475.337779
393.7436,400,13501.997303
392.62012,400,13506.757152
336.96686,344,13508.161936
352.83087,363,13516.685069
391.5704,400,13523.940973
349.32846,355,13525.748023
394.83377,400,13528.967027
314.16177,322,13529.474413
320.58936,324,13532.650937
204.72993,208,13534.421724
299.178,306,13543.106601
326.38962,341,13546.875966
365.55545,374,13547.601839
385.32794,400,13549.803745
357.5896,363,13556.080184
394.59195,400,13560.535108
352.02283,356,13567.733709
393.469,400,13569.519931
356.6068,362,13570.107691
274.41104,281,13570.107741
337.11646,348,13576.835653
302.76675,307,13578.920927
243.16316,246,13587.932547
365.30804,369,13588.675121
394.76727,400,13589.827015
350.26474,358,13590.48188
263.66763,269,13591.252088
357.34427,361,13592.794184
395.30008,400,13635.265832
356.9549,360,13635.824654
320.16025,324,13637.160947
218.749,222,13640.907041
249.27632,257,13644.198166
312.45724,317,13646.403781
315.21936,318,13646.687294
367.31583,378,13649.913876
379.58984,385,13654.552956
366.61334,374,13654.757947
334.6367,341,13670.501948
335.94553,342,13671.275926
349.54987,356,13676.104236
391.02002,400,13680.790029
392.0207,400,13681.503741
388.13354,400,13685.40416
295.87457,299,13686.405243
314.13367,318,13687.789761
242.6914,246,13695.799103
99.13149,102,13696.475963
293.13556,295,13698.593066
324.15433,329,13700.17322
384.39508,400,13700.447211
368.71176,375,13701.771012
290.91104,300,13704.210039
344.82712,361,13705.79664
383.5836,400,13709.459214
195.52585,200,13712.894056
266.04868,270,13731.573968
287.96906,296,13761.629618
382.58395,390,13762.641174
309.83905,314,13763.159509
394.88666,400,13764.924839
388.04913,400,13765.859794
272.03082,274,13767.225755
316.96323,321,13775.878494
319.32288,323,13777.89563
291.5127,294,13778.43711
361.04517,364,13787.937947
393.88013,400,13789.180097
318.017,321,13790.158575
304.5362,308,13791.375021
373.49942,381,13792.199692
396.84375,400,13797.515432
277.009,284,13811.321901
323.28555,333,13816.605753
395.01605,400,13819.091012
321.27618,327,13819.706694
359.6565,369,13821.572137
271.00876,274,13822.998625
392.03632,400,13829.057489
319.12256,323,13832.284458
392.72574,400,13833.466864
329.22357,333,13841.990508
394.38654,400,13846.393921
367.08813,372,13848.710839
367.9544,383,13852.595455
393.65564,400,13854.126663
345.23807,355,13854.469657
386.64832,400,13856.29858
392.0661,400,13902.074137
318.90817,324,13902.660486
386.27768,400,13907.213459
395.27805,400,13909.773297
390.70477,400,13910.480152
332.0793,336,13910.480223
280.55975,284,13911.276895
392.32245,400,13912.447837
351.11237,365,13913.999595
261.3014,269,13916.173931
393.19894,400,13916.174003
267.18866,272,13924.013929
383.8857,400,13937.81373
395.1419,400,13943.905813
393.2141,400,13945.438342
394.141,400,13945.850511
284.0077,288,13960.837535
389.8863,400,13965.077639
395.5436,400,13965.784993
335.6057,340,13966.637392
390.92822,400,13970.457515
370.2614,400,13972.916414
394.64722,400,13977.575479
386.6217,400,13977.575553
391.08856,400,13978.477858
391.60648,400,13983.16389
388.67917,400,13983.163952
391.6123,400,14014.567724
324.9431,337,14020.7933
390.8633,400,14024.181614
363.53577,370,14027.15223
394.18262,400,14031.940722
294.22775,299,14032.94693
317.86096,323,14046.186106
328.9374,333,14046.186175
332.24768,337,14054.577252
390.6094,400,14055.993915
353.08615,364,14058.595175
375.6317,400,14060.773757
295.0688,298,14061.583398
386.0538,400,14063.429033
389.4228,400,14064.886899
392.8409,400,14069.64037
381.877,400,14069.640449
394.67703,400,14087.662722
397.28915,400,14091.006369
389.6508,400,14093.899187
392.96918,400,14098.687315
325.53436,331,14099.148729
395.87708,400,14099.679161
313.5241,321,14108.048081
395.33908,400,14109.352206
335.38284,339,14109.55521
307.73553,312,14139.433123
341.03873,347,14140.869372
321.18597,325,14146.201705
387.15887,400,14146.815474
370.41592,376,14152.148787
396.0465,400,14154.152046
379.75607,400,14162.032629
338.7019,345,14167.767371
324.15887,327,14171.251493
393.3469,400,14178.868154
370.9142,377,14183.097459
313.1385,317,14183.77791
386.0465,390,14185.501703
390.4284,400,14187.606881
324.26907,328,14196.859462
369.12933,372,14197.272817
317.40048,323,14197.661647
287.59775,293,14198.92951
390.51288,400,14201.944426
306.43674,314,14203.526381
321.69467,327,14207.533432
379.51303,386,14213.229692
364.99142,371,14222.371708
253.42447,256,14230.737236
384.85846,397,14231.556783
395.88504,400,14239.295519
343.21866,348,14239.569492
391.70752,400,14275.680529
392.23672,400,14276.443182
329.90103,336,14276.634731
343.0971,348,14278.054303
395.84357,400,14278.288932
356.10205,365,14285.137905
394.1304,400,14285.949316
392.1206,400,14287.941545
395.3345,400,14292.573517
345.1689,349,14294.113714
392.5621,400,14296.55188
293.77225,299,14313.33315
392.75708,400,14314.883147
328.6842,332,14318.604997
369.83688,375,14320.820842
392.26526,400,14323.935002
333.79263,338,14331.766709
319.76456,334,14333.567396
277.63742,283,14340.686547
392.22156,400,14341.621051
390.12512,400,14341.830007
393.16122,400,14347.426023
393.46945,400,14354.446983
392.7191,400,14355.188419
359.176,365,14356.188018
392.2458,396,14356.623965
392.12418,400,14365.678256
312.03775,316,14398.390442
377.66272,400,14403.775059
375.3969,391,14403.981666
393.71008,400,14409.132417
363.05948,372,14410.025964
326.3441,336,14416.662672
340.75256,344,14419.711761
287.13718,291,14420.11636
315.24332,320,14423.51911
313.1788,319,14424.182141
298.88214,305,14432.57275
321.1028,333,14435.636855
390.48932,400,14438.197545
353.26236,356,14438.543566
207.30865,215,14446.130944
391.85135,400,14446.93717
389.91376,400,14460.103983
394.36563,400,14467.832856
393.768,400,14472.854478
395.34457,400,14473.102508
318.97018,325,14473.480376
392.98386,400,14479.043005
347.45615,352,14481.127039
384.90616,400,14481.773956
380.28284,400,14485.055056
396.34222,400,14489.208435
342.89297,351,14496.169232
394.4328,400,14501.751612
319.85498,326,14529.0601
394.07703,400,14530.085571
391.687,400,14533.007967
194.13272,197,14533.306686
241.30508,246,14535.157828
363.137,366,14536.718526
357.53326,361,14545.373273
290.71536,295,14548.558944
298.44766,303,14550.044361
283.51697,289,14556.590464
102.76436,109,14565.752405
393.3551,400,14575.156557
332.37158,337,14575.700282
386.27206,400,14577.370197
388.97275,400,14580.969826
295.69623,299,14583.622462
313.66632,318,14589.458067
388.1839,400,14591.706686
392.8476,400,14593.437639
396.96295,400,14595.810274
387.92145,400,14596.881975
397.12308,400,14599.625267
389.4056,397,14601.345196
394.76642,400,14616.042411
390.62906,400,14620.706413
392.27548,400,14627.025712
312.25348,315,14628.370281
323.2679,326,14630.541589
313.49557,319,14631.191118
390.11426,400,14660.969505
265.6959,271,14668.201601
315.0685,320,14669.132998
389.44363,393,14671.185947
375.82742,380,14672.146783
360.65714,366,14678.072865
339.51947,348,14686.540451
392.9975,400,14688.970148
395.49475,400,14691.251318
387.2298,400,14696.345018
392.37094,400,14706.452226
309.96387,313,14707.47362
393.82507,400,14710.804253
370.3464,376,14713.471921
275.4543,278,14714.756708
392.32034,400,14718.683032
393.29932,400,14721.583437
384.83597,400,14730.322495
289.29865,292,14737.728882
393.54092,400,14738.676615
388.82062,400,14741.0155
390.86337,400,14742.022524
396.15854,400,14748.150141
383.9906,400,14752.333724
395.38123,400,14756.906087
316.11526,320,14759.992736
393.53064,400,14761.935935
394.02036,400,14801.730769
339.73944,345,14804.457352
395.45996,400,14805.067295
377.31296,382,14806.292901
392.56546,400,14807.866765
367.59393,372,14811.239107
368.5545,378,14817.084272
341.41974,346,14819.556464
343.4512,349,14823.716928
355.59515,365,14825.341026
391.6742,400,14828.584455
278.59543,283,14833.59813
381.75787,400,14841.823987
392.45337,400,14846.299171
356.2341,374,14846.776417
395.93677,400,14853.747999
285.1432,289,14854.699088
342.47134,350,14859.570123
262.16193,270,14862.684548
335.86115,341,14867.710455
390.73312,400,14870.036217
392.86542,400,14870.711733
395.3726,400,14873.368632
353.35526,358,14886.928295
388.5348,395,14888.246916
277.74924,283,14889.291515
394.3399,400,14894.839188
350.42896,357,14921.243285
390.28125,400,14922.917557
320.58258,329,14925.970746
